image_id,source_dataset,split,class_name,label_id,original_relative_path,raw_path,original_filename,new_filename,width,height,channels,image_mode,image_format,aspect_ratio,pixel_count,exif_tag_count,file_size_bytes,md5,ingestion_timestamp
train_bedroom_000003,mit_indoor,train,bedroom,1,bedroom/room34.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000003.jpg,room34.jpg,bedroom_000003.jpg,256,256,3,RGB,JPEG,1.0,65536,0,52063,d263a46058590276e589ec6ce0171d90,2026-05-29T15:18:44.059648
train_bathroom_000005,mit_indoor,train,bathroom,0,bathroom/indoor_0452.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000005.jpg,indoor_0452.jpg,bathroom_000005.jpg,292,512,3,RGB,JPEG,0.5703,149504,0,82888,9d61e68a89e57c9b0f81516461f7df12,2026-05-29T15:18:44.062387
train_diningroom_000004,mit_indoor,train,diningroom,2,diningroom/dining010.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000004.jpg,dining010.jpg,diningroom_000004.jpg,256,256,3,RGB,JPEG,1.0,65536,0,73863,2585f8ad0a420c86c1c8d2e4f2e7346e,2026-05-29T15:18:44.064457
train_diningroom_000005,mit_indoor,train,diningroom,2,diningroom/d15.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000005.jpg,d15.jpg,diningroom_000005.jpg,256,256,3,RGB,JPEG,1.0,65536,7,83232,b6d5b4c24d16b409ff401354de7a0bfb,2026-05-29T15:18:44.070623
train_kitchen_000001,mit_indoor,train,kitchen,3,kitchen/kitchen138.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000001.jpg,kitchen138.jpg,kitchen_000001.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,1034149,a1f4c1350786a0926d547df92c463324,2026-05-29T15:18:44.090855
train_bedroom_000004,mit_indoor,train,bedroom,1,bedroom/int107.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000004.jpg,int107.jpg,bedroom_000004.jpg,256,256,3,RGB,JPEG,1.0,65536,0,60796,d8f5f28e62df29adedc23656c124143e,2026-05-29T15:18:44.093869
train_bedroom_000005,mit_indoor,train,bedroom,1,bedroom/bedroom14.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000005.jpg,bedroom14.jpg,bedroom_000005.jpg,256,256,3,RGB,JPEG,1.0,65536,0,61162,afb642153453bb6ec800c83d10a1859d,2026-05-29T15:18:44.095877
train_bathroom_000006,mit_indoor,train,bathroom,0,bathroom/bath244.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000006.jpg,bath244.jpg,bathroom_000006.jpg,256,256,3,RGB,JPEG,1.0,65536,7,80376,0f9288160ff9ff8c8e8a7a6109a2cc39,2026-05-29T15:18:44.097998
train_kitchen_000002,mit_indoor,train,kitchen,3,kitchen/k3.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000002.jpg,k3.jpg,kitchen_000002.jpg,256,256,3,RGB,JPEG,1.0,65536,7,98290,c246f3b153b4b589fa0e699eed0204d0,2026-05-29T15:18:44.100387
train_bathroom_000007,mit_indoor,train,bathroom,0,bathroom/n190015.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000007.jpg,n190015.jpg,bathroom_000007.jpg,256,256,3,RGB,JPEG,1.0,65536,0,48763,ac7d88164b80f3835d829326f228523f,2026-05-29T15:18:44.102134
train_bathroom_000008,mit_indoor,train,bathroom,0,bathroom/n190010.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000008.jpg,n190010.jpg,bathroom_000008.jpg,256,256,3,RGB,JPEG,1.0,65536,0,41951,c45ed5ec1c2b8c07fce5518e7b5d15f4,2026-05-29T15:18:44.104319
train_livingroom_000002,mit_indoor,train,livingroom,4,livingroom/n457041.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000002.jpg,n457041.jpg,livingroom_000002.jpg,256,256,3,RGB,JPEG,1.0,65536,0,43593,f9711738fb83910d73973cf408f8bcad,2026-05-29T15:18:44.105951
train_bedroom_000006,mit_indoor,train,bedroom,1,bedroom/roomscan36.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000006.jpg,roomscan36.jpg,bedroom_000006.jpg,256,256,3,RGB,JPEG,1.0,65536,0,60153,a64cbc3daaa71a1c4e101624b05307b9,2026-05-29T15:18:44.107832
train_kitchen_000003,mit_indoor,train,kitchen,3,kitchen/cdmc1194.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000003.jpg,cdmc1194.jpg,kitchen_000003.jpg,256,256,3,RGB,JPEG,1.0,65536,0,14291,a8bea66f0f324789817dac408781b040,2026-05-29T15:18:44.111327
train_bedroom_000007,mit_indoor,train,bedroom,1,bedroom/b24.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000007.jpg,b24.jpg,bedroom_000007.jpg,256,256,3,RGB,JPEG,1.0,65536,7,92853,7ecdddc556aa8cc79261338a58b4bcdd,2026-05-29T15:18:44.113825
train_livingroom_000003,mit_indoor,train,livingroom,4,livingroom/l14.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000003.jpg,l14.jpg,livingroom_000003.jpg,256,256,3,RGB,JPEG,1.0,65536,7,96170,4f8e27f63ce02771e23c1f590a0fb598,2026-05-29T15:18:44.116231
train_kitchen_000004,mit_indoor,train,kitchen,3,kitchen/k9.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000004.jpg,k9.jpg,kitchen_000004.jpg,256,256,3,RGB,JPEG,1.0,65536,7,98590,1422fd8c2e0edd7c292fd50a8f0722df,2026-05-29T15:18:44.118447
train_diningroom_000006,mit_indoor,train,diningroom,2,diningroom/d14.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000006.jpg,d14.jpg,diningroom_000006.jpg,256,256,3,RGB,JPEG,1.0,65536,12,83573,9ed20af2319a62cef6156650dcb38e08,2026-05-29T15:18:44.120607
train_bathroom_000009,mit_indoor,train,bathroom,0,bathroom/indoor_0278.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000009.jpg,indoor_0278.jpg,bathroom_000009.jpg,298,449,3,RGB,JPEG,0.6637,133802,0,91098,db97febc86f6cd5e5a08f4b1d0db5ba6,2026-05-29T15:18:44.123292
train_bathroom_000010,mit_indoor,train,bathroom,0,bathroom/b12.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000010.jpg,b12.jpg,bathroom_000010.jpg,256,256,3,RGB,JPEG,1.0,65536,7,73170,265ad810ed955e580e8d5b4ba9cf2764,2026-05-29T15:18:44.125425
train_livingroom_000004,mit_indoor,train,livingroom,4,livingroom/room163.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000004.jpg,room163.jpg,livingroom_000004.jpg,256,256,3,RGB,JPEG,1.0,65536,0,54116,f834ff25ccd4e63e5be1bf50355dc453,2026-05-29T15:18:44.127163
train_livingroom_000005,mit_indoor,train,livingroom,4,livingroom/int104.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000005.jpg,int104.jpg,livingroom_000005.jpg,256,256,3,RGB,JPEG,1.0,65536,0,63754,b2cfe0ee992b13bed1be5b015d2db88a,2026-05-29T15:18:44.129021
train_bathroom_000011,mit_indoor,train,bathroom,0,bathroom/indoor_0491.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000011.jpg,indoor_0491.jpg,bathroom_000011.jpg,400,600,3,RGB,JPEG,0.6667,240000,0,145538,e590a40892733b06874e3229c0b3386b,2026-05-29T15:18:44.133358
train_bathroom_000012,mit_indoor,train,bathroom,0,bathroom/dsc3101.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000012.jpg,dsc3101.jpg,bathroom_000012.jpg,640,428,3,RGB,JPEG,1.4953,273920,0,129443,7a23d94bee34feda5629cfb0e3c035df,2026-05-29T15:18:44.137045
train_bedroom_000008,mit_indoor,train,bedroom,1,bedroom/indoor_0216.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000008.jpg,indoor_0216.jpg,bedroom_000008.jpg,300,225,3,RGB,JPEG,1.3333,67500,0,26336,9e0b220714d8b5feffe91012463cc0f5,2026-05-29T15:18:44.138338
train_diningroom_000007,mit_indoor,train,diningroom,2,diningroom/room4.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000007.jpg,room4.jpg,diningroom_000007.jpg,256,256,3,RGB,JPEG,1.0,65536,0,60456,b0ef529e760244851eac568221249d9e,2026-05-29T15:18:44.140177
train_livingroom_000006,mit_indoor,train,livingroom,4,livingroom/living22.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000006.jpg,living22.jpg,livingroom_000006.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,1188091,86b432b9c58bd60c01faf6e662692d0b,2026-05-29T15:18:44.161629
train_kitchen_000005,mit_indoor,train,kitchen,3,kitchen/kitchen1a.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000005.jpg,kitchen1a.jpg,kitchen_000005.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,1112124,2f94630e50ad3d2b6661560edde850bb,2026-05-29T15:18:44.183352
train_bedroom_000009,mit_indoor,train,bedroom,1,bedroom/b23.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000009.jpg,b23.jpg,bedroom_000009.jpg,256,256,3,RGB,JPEG,1.0,65536,7,76644,92111df806ed9de033cdd3d6d46fc8be,2026-05-29T15:18:44.186763
train_kitchen_000006,mit_indoor,train,kitchen,3,kitchen/kitchen169.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000006.jpg,kitchen169.jpg,kitchen_000006.jpg,1024,768,3,RGB,JPEG,1.3333,786432,0,831160,0ef8d09690a814e91b1a9d0ea4fa092c,2026-05-29T15:18:44.202764
train_diningroom_000008,mit_indoor,train,diningroom,2,diningroom/d4.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000008.jpg,d4.jpg,diningroom_000008.jpg,256,256,3,RGB,JPEG,1.0,65536,7,88336,03eace023d0c5b2a77c6c30117a642aa,2026-05-29T15:18:44.205340
train_bedroom_000010,mit_indoor,train,bedroom,1,bedroom/b18.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000010.jpg,b18.jpg,bedroom_000010.jpg,256,256,3,RGB,JPEG,1.0,65536,7,76419,8cbd68b93dafad211141a80806c52934,2026-05-29T15:18:44.207623
train_livingroom_000007,mit_indoor,train,livingroom,4,livingroom/at_98_5_950_34_l.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000007.jpg,at_98_5_950_34_l.jpg,livingroom_000007.jpg,256,256,3,RGB,JPEG,1.0,65536,7,94113,2099ad56f0d4b25476dcc3506736c08c,2026-05-29T15:18:44.210159
train_bathroom_000013,mit_indoor,train,bathroom,0,bathroom/indoor_0217.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000013.jpg,indoor_0217.jpg,bathroom_000013.jpg,300,225,3,RGB,JPEG,1.3333,67500,0,22592,71bd8429d7ee273859d6ceda26614d80,2026-05-29T15:18:44.211721
train_bathroom_000014,mit_indoor,train,bathroom,0,bathroom/b8.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000014.jpg,b8.jpg,bathroom_000014.jpg,256,256,3,RGB,JPEG,1.0,65536,7,99347,25112d7347104dd8c3a858734f193759,2026-05-29T15:18:44.214192
train_kitchen_000007,mit_indoor,train,kitchen,3,kitchen/dining047.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000007.jpg,dining047.jpg,kitchen_000007.jpg,256,256,3,RGB,JPEG,1.0,65536,0,83076,3df0d997bbedbc0e80599f0e203f12a6,2026-05-29T15:18:44.216327
train_bedroom_000011,mit_indoor,train,bedroom,1,bedroom/indoor_0434.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000011.jpg,indoor_0434.jpg,bedroom_000011.jpg,512,377,3,RGB,JPEG,1.3581,193024,0,123848,fb11ad7b28991b8877a7615f78210831,2026-05-29T15:18:44.219587
train_kitchen_000008,mit_indoor,train,kitchen,3,kitchen/cdmc1123.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000008.jpg,cdmc1123.jpg,kitchen_000008.jpg,256,256,3,RGB,JPEG,1.0,65536,0,15034,0b0fc1c008b0a7e6cb0d5522be438ed1,2026-05-29T15:18:44.220953
train_livingroom_000008,mit_indoor,train,livingroom,4,livingroom/ph_01_06_87775_01_l.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000008.jpg,ph_01_06_87775_01_l.jpg,livingroom_000008.jpg,256,256,3,RGB,JPEG,1.0,65536,0,64361,94b314b2400bb557669c54b76cc42a1d,2026-05-29T15:18:44.222914
train_diningroom_000009,mit_indoor,train,diningroom,2,diningroom/d12.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000009.jpg,d12.jpg,diningroom_000009.jpg,256,256,3,RGB,JPEG,1.0,65536,0,59151,437e17dd51c55ec9bb23e17c1b824c30,2026-05-29T15:18:44.224810
train_kitchen_000009,mit_indoor,train,kitchen,3,kitchen/kitchen174.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000009.jpg,kitchen174.jpg,kitchen_000009.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,1065230,faf4e83949e7153a121d4368af5d634c,2026-05-29T15:18:44.245481
train_bathroom_000015,mit_indoor,train,bathroom,0,bathroom/cimg2046.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000015.jpg,cimg2046.jpg,bathroom_000015.jpg,640,480,3,RGB,JPEG,1.3333,307200,0,139244,45de76c277cb29a50087df7e1be947e3,2026-05-29T15:18:44.249768
train_diningroom_000010,mit_indoor,train,diningroom,2,diningroom/kitchen064.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000010.jpg,kitchen064.jpg,diningroom_000010.jpg,256,256,3,RGB,JPEG,1.0,65536,0,75566,50f231bc4b47336f7acf556a3b02b4ea,2026-05-29T15:18:44.252094
train_bathroom_000016,mit_indoor,train,bathroom,0,bathroom/indoor_0498.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000016.jpg,indoor_0498.jpg,bathroom_000016.jpg,393,600,3,RGB,JPEG,0.655,235800,0,108753,368da4c7d29b11767bb2d862d935ffda,2026-05-29T15:18:44.255337
train_diningroom_000011,mit_indoor,train,diningroom,2,diningroom/n190088.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000011.jpg,n190088.jpg,diningroom_000011.jpg,256,256,3,RGB,JPEG,1.0,65536,0,41118,5272b6f0bf5e18784ca39bfc6891b7fc,2026-05-29T15:18:44.257139
train_livingroom_000009,mit_indoor,train,livingroom,4,livingroom/int13.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000009.jpg,int13.jpg,livingroom_000009.jpg,256,256,3,RGB,JPEG,1.0,65536,0,45393,e6046a8b1021fdcbaed1cccf1130b860,2026-05-29T15:18:44.258980
train_livingroom_000010,mit_indoor,train,livingroom,4,livingroom/aa016556.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000010.jpg,aa016556.jpg,livingroom_000010.jpg,256,256,3,RGB,JPEG,1.0,65536,0,48874,322a63857579444edd58aab8a026bbae,2026-05-29T15:18:44.260697
train_livingroom_000011,mit_indoor,train,livingroom,4,livingroom/familyroom22.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000011.jpg,familyroom22.jpg,livingroom_000011.jpg,256,256,3,RGB,JPEG,1.0,65536,7,100361,db601f8e1b966eb25c7c79eb2fcd4b46,2026-05-29T15:18:44.263256
train_bathroom_000017,mit_indoor,train,bathroom,0,bathroom/room29.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000017.jpg,room29.jpg,bathroom_000017.jpg,256,256,3,RGB,JPEG,1.0,65536,0,50432,897d47a56410f5f0a461ec56ba503d31,2026-05-29T15:18:44.265082
train_diningroom_000012,mit_indoor,train,diningroom,2,diningroom/room369.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000012.jpg,room369.jpg,diningroom_000012.jpg,256,256,3,RGB,JPEG,1.0,65536,0,59089,cde371b3ea3ab35a32f11817ce2a0ef3,2026-05-29T15:18:44.266932
train_bedroom_000012,mit_indoor,train,bedroom,1,bedroom/room359.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000012.jpg,room359.jpg,bedroom_000012.jpg,256,256,3,RGB,JPEG,1.0,65536,0,64941,d4f529c5e88139c02735a5204e482294,2026-05-29T15:18:44.269041
train_bathroom_000018,mit_indoor,train,bathroom,0,bathroom/indoor_0433.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000018.jpg,indoor_0433.jpg,bathroom_000018.jpg,265,512,3,RGB,JPEG,0.5176,135680,0,85878,db1ba7914be8c8fc1c86523a94142ecf,2026-05-29T15:18:44.271473
train_bedroom_000013,mit_indoor,train,bedroom,1,bedroom/int452.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000013.jpg,int452.jpg,bedroom_000013.jpg,256,256,3,RGB,JPEG,1.0,65536,0,49105,8910d4c4bb85b3939bc33bffef716612,2026-05-29T15:18:44.273176
train_bathroom_000019,mit_indoor,train,bathroom,0,bathroom/indoor_0196.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000019.jpg,indoor_0196.jpg,bathroom_000019.jpg,225,300,3,RGB,JPEG,0.75,67500,0,33269,28a57d9f57cc4bd819c907690d514882,2026-05-29T15:18:44.274646
train_bedroom_000014,mit_indoor,train,bedroom,1,bedroom/indoor_0584.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000014.jpg,indoor_0584.jpg,bedroom_000014.jpg,800,600,3,RGB,JPEG,1.3333,480000,0,219041,14836cf969c3088d6e93ad26a24a8cf7,2026-05-29T15:18:44.280296
train_kitchen_000010,mit_indoor,train,kitchen,3,kitchen/kitchen265.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000010.jpg,kitchen265.jpg,kitchen_000010.jpg,1024,768,3,RGB,JPEG,1.3333,786432,0,752566,101b353ab307f4fc55dc8246abbeb5dd,2026-05-29T15:18:44.295224
train_kitchen_000011,mit_indoor,train,kitchen,3,kitchen/kitchen65.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000011.jpg,kitchen65.jpg,kitchen_000011.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,1007176,b4c7f01c3ab7cd576971f2ae3f084ff4,2026-05-29T15:18:44.315263
train_kitchen_000012,mit_indoor,train,kitchen,3,kitchen/cdmc1145.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000012.jpg,cdmc1145.jpg,kitchen_000012.jpg,256,256,3,RGB,JPEG,1.0,65536,0,12623,90cffe7758a177a74e4eef3336c92e27,2026-05-29T15:18:44.316705
train_bathroom_000020,mit_indoor,train,bathroom,0,bathroom/IMG_2437.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000020.jpg,IMG_2437.jpg,bathroom_000020.jpg,1536,2048,3,RGB,JPEG,0.75,3145728,0,1319821,0f5579cc15ffff6a9c9d4997178d7766,2026-05-29T15:18:44.349842
train_livingroom_000012,mit_indoor,train,livingroom,4,livingroom/living20.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000012.jpg,living20.jpg,livingroom_000012.jpg,1365,1024,3,RGB,JPEG,1.333,1397760,0,1489171,7c1e020cbdce5fe9a92e1f87d24bded3,2026-05-29T15:18:44.377732
train_livingroom_000013,mit_indoor,train,livingroom,4,livingroom/living23.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000013.jpg,living23.jpg,livingroom_000013.jpg,1024,768,3,RGB,JPEG,1.3333,786432,0,788572,43252c50cc8a3f1c08a8115331ad99df,2026-05-29T15:18:44.393067
train_bedroom_000015,mit_indoor,train,bedroom,1,bedroom/indoor_0578.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000015.jpg,indoor_0578.jpg,bedroom_000015.jpg,800,600,3,RGB,JPEG,1.3333,480000,0,211437,24010b3e5d8ddfc7a21f807ceffc0685,2026-05-29T15:18:44.398986
train_livingroom_000014,mit_indoor,train,livingroom,4,livingroom/easyst035.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000014.jpg,easyst035.jpg,livingroom_000014.jpg,256,256,3,RGB,JPEG,1.0,65536,0,75643,8d7720f25c5d6e8597de9e50bb618abf,2026-05-29T15:18:44.401425
train_kitchen_000013,mit_indoor,train,kitchen,3,kitchen/dsc01464.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000013.jpg,dsc01464.jpg,kitchen_000013.jpg,576,432,3,RGB,JPEG,1.3333,248832,0,122002,4ec07e4c4d79ae6e86d216cd347e0824,2026-05-29T15:18:44.405112
train_bathroom_000021,mit_indoor,train,bathroom,0,bathroom/IMG_1703.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000021.jpg,IMG_1703.jpg,bathroom_000021.jpg,1944,2592,3,RGB,JPEG,0.75,5038848,0,2014420,088c2463f05c61669e9e1988c9706afa,2026-05-29T15:18:44.484508
train_bathroom_000022,mit_indoor,train,bathroom,0,bathroom/008.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000022.jpg,008.jpg,bathroom_000022.jpg,576,432,3,RGB,JPEG,1.3333,248832,0,107114,b33224fc1986908b64759ace8039874d,2026-05-29T15:18:44.488151
train_livingroom_000015,mit_indoor,train,livingroom,4,livingroom/easyst020.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000015.jpg,easyst020.jpg,livingroom_000015.jpg,256,256,3,RGB,JPEG,1.0,65536,0,71113,160b7d470a7e50b439ed5e7533eb6255,2026-05-29T15:18:44.490401
train_kitchen_000014,mit_indoor,train,kitchen,3,kitchen/kitchen46.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000014.jpg,kitchen46.jpg,kitchen_000014.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,945457,2e51915812a5de59ebbc78bbafec6682,2026-05-29T15:18:44.509605
train_livingroom_000016,mit_indoor,train,livingroom,4,livingroom/Living66.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000016.jpg,Living66.jpg,livingroom_000016.jpg,1200,900,3,RGB,JPEG,1.3333,1080000,0,1188103,f0efe2df20200591155c3b944ddf8399,2026-05-29T15:18:44.532154
train_bathroom_000023,mit_indoor,train,bathroom,0,bathroom/indoor_0407.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000023.jpg,indoor_0407.jpg,bathroom_000023.jpg,317,512,3,RGB,JPEG,0.6191,162304,0,80522,004ba06ea6bc62fc0b36c32c378e1de9,2026-05-29T15:18:44.535205
train_livingroom_000017,mit_indoor,train,livingroom,4,livingroom/book_living_room.jpg,data/raw/mit_indoor_subset/train/livingroom/livingroom_000017.jpg,book_living_room.jpg,livingroom_000017.jpg,256,256,3,RGB,JPEG,1.0,65536,0,66624,d6b1ff1a09439678bdaa2b0728c38685,2026-05-29T15:18:44.537929
train_kitchen_000015,mit_indoor,train,kitchen,3,kitchen/kitchen1.jpg,data/raw/mit_indoor_subset/train/kitchen/kitchen_000015.jpg,kitchen1.jpg,kitchen_000015.jpg,1600,1200,3,RGB,JPEG,1.3333,1920000,0,1411262,fdf5e9ed2276c4808a2603ca992886ee,2026-05-29T15:18:44.567911
train_bedroom_000016,mit_indoor,train,bedroom,1,bedroom/ph_02_04_4682_01_l.jpg,data/raw/mit_indoor_subset/train/bedroom/bedroom_000016.jpg,ph_02_04_4682_01_l.jpg,bedroom_000016.jpg,256,256,3,RGB,JPEG,1.0,65536,0,76925,d0016bd466325075300d9fdb3988322d,2026-05-29T15:18:44.570302
train_bathroom_000024,mit_indoor,train,bathroom,0,bathroom/b4.jpg,data/raw/mit_indoor_subset/train/bathroom/bathroom_000024.jpg,b4.jpg,bathroom_000024.jpg,256,256,3,RGB,JPEG,1.0,65536,7,60073,ac8778998770bb50cfaadf3b220e7d10,2026-05-29T15:18:44.572381
train_diningroom_000013,mit_indoor,train,diningroom,2,diningroom/roomscan24.jpg,data/raw/mit_indoor_subset/train/diningroom/diningroom_000013.jpg,roomscan24.jpg,diningroom_000013.jpg,256,256,3,RGB,JPEG,1.0,65536,0,63179,1a006c115e45dfc6399752b613083ec7,2026-05-29T15:18:44.574377
